physical_object_id,object_id,object_class,redshift,seed_mass_family,required_fedd
HZA-GNIRS50-J1250-3130,J1250+3130,luminous_quasar_comparison,6.13728,1e4,0.7234658016304559
HZA-XQR30-PSO-J217-16,PSO J217-16,luminous_quasar_comparison,6.1498,1e4,0.7207934185256387
HZA-GNIRS50-P228-21,P228+21,luminous_quasar_comparison,5.89177,1e4,0.7367980558022426
HZA-GNIRS50-J1427-3312,J1427+3312,luminous_quasar_comparison,6.12115,1e4,0.7188625384037081
HZA-XQR30-VST-ATLAS-J029-36,VST-ATLAS J029-36,luminous_quasar_comparison,6.02,1e4,0.7239971744904459
HZA-GNIRS50-J0840-5624,J0840+5624,luminous_quasar_comparison,5.81997,1e4,0.7357195033798356
HZA-XQR30-PSO-J065-01,PSO J065+01,luminous_quasar_comparison,5.79,1e4,0.7374312980487223
HZA-XQR30-PSO-J023-02,PSO J023-02,luminous_quasar_comparison,5.9,1e4,0.7290855083467231
HZA-XQR30-PSO-J242-12,PSO J242-12,luminous_quasar_comparison,5.83,1e4,0.7327258909790999
HZA-GNIRS50-J1335-3533,J1335+3533,luminous_quasar_comparison,5.84703,1e4,0.7306514240410305
HZA-GNIRS50-J0810-5105,J0810+5105,luminous_quasar_comparison,5.80496,1e4,0.732186847130042
