physical_object_id,object_id,object_class,redshift,seed_mass_family,required_fedd
HZA-J0100-2017,J0100-2017,broad_line_agn,4.938,1e5,0.2575689367333646
HZA-J0148-4214,J0148-4214,broad_line_agn,5.019,1e5,0.2503822631189052
HZA-J0100-15157,J0100-15157,broad_line_agn,4.941,1e5,0.24827300671825434
HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,broad_line_agn,4.8751,1e5,0.25209745205263073
HZA-GS-38562,GS-38562,broad_line_agn,4.822,1e5,0.2565756896271664
HZA-DC-848185-A,DC_848185_a,broad_line_agn,5.2931,1e5,0.2089877866381201
HZA-CEERS-1244,CEERS-1244,broad_line_agn,4.478,1e5,0.26117629070151566
HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,broad_line_agn,5.262,1e5,0.20038099858258984
HZA-J0100-12446,J0100-12446,broad_line_agn,4.699,1e5,0.2428900705098863
HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,broad_line_agn,4.925,1e5,0.22193871704552579
HZA-THRILS-101567,THRILS-101567,broad_line_agn,5.33,1e5,0.18170320369074286
HZA-J1148-7111,J1148-7111,broad_line_agn,4.339,1e5,0.25946997274402916
HZA-GN-77652,GN-77652,broad_line_agn,5.229,1e5,0.18494756939683493
HZA-THRILS-44774,THRILS-44774,broad_line_agn,5.11,1e5,0.19466889231364434
HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,broad_line_agn,4.7061,1e5,0.2285408940580816
HZA-GS-172975,GS-172975,broad_line_agn,4.741,1e5,0.22481908079753335
HZA-J0109M3047-BHAE-1,J0109M3047-BHAE-1,broad_line_agn,4.36,1e5,0.2557482400859051
HZA-RUBIES-EGS-46985,RUBIES-EGS-46985,broad_line_agn,4.963,1e5,0.20194623050503213
HZA-DC-848185-B,DC_848185_b,broad_line_agn,5.2931,1e5,0.1660291860513954
HZA-DC-873321,DC_873321,broad_line_agn,5.1542,1e5,0.17795666470941415
HZA-DC-417567,DC_417567,broad_line_agn,5.67,1e5,0.1278319220532507
HZA-GS-8083,GS-8083,broad_line_agn,4.753,1e5,0.21054397757524754
HZA-RUBIES-EGS-29489,RUBIES-EGS-29489,broad_line_agn,4.543,1e5,0.225608343883576
HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,broad_line_agn,4.862,1e5,0.19226304382145243
HZA-GN-20621,GN-20621,broad_line_agn,4.682,1e5,0.20142999316888183
HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,broad_line_agn,5.0,1e5,0.17178721524246504
HZA-J0100-16221,J0100-16221,broad_line_agn,4.349,1e5,0.22549236066372144
HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,broad_line_agn,4.1573,1e5,0.23956314988664762
HZA-CEERS-01665,CEERS-01665,broad_line_agn,4.483,1e5,0.21135930598563057
HZA-GN-53757,GN-53757,broad_line_agn,4.447,1e5,0.2138282915557619
HZA-DC-683613,DC_683613,broad_line_agn,5.542,1e5,0.11759692006614772
HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,broad_line_agn,4.1349,1e5,0.23789982305391455
HZA-CEERS-01236,CEERS-01236,broad_line_agn,4.484,1e5,0.20924295520954866
HZA-J1148-21787,J1148-21787,broad_line_agn,4.277,1e5,0.2258667633734709
HZA-GN-73488,GN-73488,broad_line_agn,4.133,1e5,0.2360904946597082
HZA-GN-62309,GN-62309,broad_line_agn,5.172,1e5,0.1450658790864728
HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,broad_line_agn,4.2291,1e5,0.21914799598348406
HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,broad_line_agn,4.3653,1e5,0.2068946418905997
HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,broad_line_agn,4.0947,1e5,0.22421188931758732
HZA-J0148-12884,J0148-12884,broad_line_agn,4.602,1e5,0.18341180139423452
HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,broad_line_agn,4.88,1e5,0.15478840072132946
HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,broad_line_agn,4.222,1e5,0.20152032464900876
HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,broad_line_agn,4.656,1e5,0.15799972265386739
HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,broad_line_agn,4.4693,1e5,0.1644337424481463
HZA-GLASS-150029,GLASS-150029,broad_line_agn,4.583,1e5,0.1497643335861309
HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,broad_line_agn,4.149,1e5,0.1836113026849185
HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,broad_line_agn,4.13,1e5,0.18086125382867663
HZA-J0148-976,J0148-976,broad_line_agn,4.163,1e5,0.17767476734110793
HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,broad_line_agn,4.367,1e5,0.16129881248084918
HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,4.0639,1e5,0.18204806094203888
HZA-THRILS-24975,THRILS-24975,broad_line_agn,4.4,1e5,0.15294353407037237
HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,broad_line_agn,4.098,1e5,0.16998341293162136
HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,broad_line_agn,4.435,1e5,0.14174142967929226
HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,broad_line_agn,4.226,1e5,0.1554042348112548
HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,broad_line_agn,4.468,1e5,0.13205061532528067
HZA-GS-200679,GS-200679,broad_line_agn,4.547,1e5,0.11246323052371372
HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,broad_line_agn,4.0,1e5,0.13919605013026373
HZA-GN-11836,GN-11836,broad_line_agn,4.409,1e5,0.096186732430569
HZA-GLASS-160133,GLASS-160133,broad_line_agn,4.015,1e5,0.1094569591279743
