catalogue_release,physical_object_id,measurement_id,object_id,n_measurements,available_measurement_ids,available_object_ids,ra_deg,dec_deg,redshift,redshift_kind,cosmic_time_gyr,survey,object_class,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,mbh_method,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference
expanded-blagn-v1,HZA-GN-1093,GN1093_juodzbalis25,GN-1093,1,GN1093_juodzbalis25,GN-1093,189.17974,62.22463,5.594,spec,1.017921041692968,JADES,broad-line-agn,7.14,0.34,0.33,single-epoch-virial-halpha,individual_robust,8.43,0.63,0.63,beagle-spectral-decomposition,44.32,0.13,0.11,balmer-line-bolometric-correction,-1.29,0.7135299573248485,0.12,0.035,0.120123908606048,-0.0004482088348115,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-204851,GS204851_juodzbalis25,GS-204851,1,GS204851_juodzbalis25,GS-204851,53.13859,-27.79025,5.48,spec,1.044830104321813,JADES,broad-line-agn,7.68,0.32,0.31,single-epoch-virial-halpha,individual_robust,10.74,0.09,0.09,beagle-spectral-decomposition,44.97,0.17,0.12,balmer-line-bolometric-correction,-3.0600000000000005,0.3276049450176233,0.16,0.025,0.1547495714093682,0.0144905277734889,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-77652,GN77652_juodzbalis25,GN-77652,1,GN77652_juodzbalis25,GN-77652,189.29323,62.199,5.229,spec,1.108430210684669,JADES,broad-line-agn,6.62,0.34,0.32,single-epoch-virial-halpha,individual_robust,8.36,1.64,1.64,beagle-spectral-decomposition,44.11,0.04,0.05,balmer-line-bolometric-correction,-1.739999999999999,1.6728717822953436,0.24,0.0849999999999999,0.2452615422629842,-0.0094182131708325,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-62309,GN62309_juodzbalis25,GN-62309,1,GN62309_juodzbalis25,GN-62309,189.24898,62.21835,5.172,spec,1.123773752688261,JADES,broad-line-agn,6.29,0.36,0.33,single-epoch-virial-halpha,individual_robust,7.78,0.34,0.34,beagle-spectral-decomposition,43.56,0.13,0.12,balmer-line-bolometric-correction,-1.4900000000000002,0.4843810483493341,0.15,0.05,0.1477846933859427,0.0064618041732414,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-159717,GS159717_juodzbalis25,GS-159717,1,GS159717_juodzbalis25,GS-159717,53.09753,-27.90126,5.077,spec,1.1501440446728537,JADES,broad-line-agn,7.44,0.3,0.3,single-epoch-virial-halpha,individual_robust,,,,,45.13,0.008,0.008,balmer-line-bolometric-correction,,,0.38,0.04,0.3887133487051199,-0.0098458582656313,consistent,1.0,,,True,False,False,True,mstar;lensing,single-epoch-virial,missing-host-mstar,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; BEAGLE Mstar unavailable in Table 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-38562,GS38562_juodzbalis25,GS-38562,1,GS38562_juodzbalis25,GS-38562,53.13586,-27.87165,4.822,spec,1.226259143973555,JADES,broad-line-agn,7.51,0.3,0.31,single-epoch-virial-halpha,individual_robust,9.76,0.09,0.09,beagle-spectral-decomposition,44.7,0.06,0.06,balmer-line-bolometric-correction,-2.25,0.3180015723231569,0.12,0.01,0.1229219538819442,-0.0104482088348166,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-8083,GS8083_juodzbalis25,GS-8083,1,GS8083_juodzbalis25,GS-8083,53.13284,-27.80186,4.753,spec,1.2483035089057362,JADES,broad-line-agn,7.1,0.31,0.31,single-epoch-virial-halpha,individual_robust,8.27,0.14,0.13,beagle-spectral-decomposition,44.03,0.04,0.04,balmer-line-bolometric-correction,-1.17,0.3381198012539342,0.07,0.0095,0.0675506379525694,0.0154685851318205,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-172975,GS172975_juodzbalis25,GS-172975,1,GS172975_juodzbalis25,GS-172975,53.08773,-27.87124,4.741,spec,1.2522045591007307,JADES,broad-line-agn,7.25,0.32,0.32,single-epoch-virial-halpha,individual_robust,8.98,0.14,0.14,beagle-spectral-decomposition,44.07,0.04,0.04,balmer-line-bolometric-correction,-1.7300000000000004,0.3492849839314596,0.05,0.01,0.0524359879371107,-0.020659450546418,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-20621,GN20621_juodzbalis25,GN-20621,1,GN20621_juodzbalis25,GN-20621,189.12252,62.29285,4.682,spec,1.2716827949057186,JADES,broad-line-agn,7.05,0.35,0.34,single-epoch-virial-halpha,individual_robust,8.41,1.58,1.58,beagle-spectral-decomposition,44.17,0.16,0.13,balmer-line-bolometric-correction,-1.3600000000000003,1.617227565928803,0.11,0.04,0.1046235506790809,0.0217632302757838,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GS-200679,GS200679_juodzbalis25,GS-200679,1,GS200679_juodzbalis25,GS-200679,53.11392,-27.8062,4.547,spec,1.318195361019195,JADES,broad-line-agn,6.19,0.6,0.3,single-epoch-virial-halpha,individual_tentative,8.53,0.13,0.13,cigale-spectral-decomposition-extended-host,43.63,0.09,0.39,balmer-line-bolometric-correction,-2.339999999999999,0.4684015371452147,0.23,0.105,0.2185895796300154,0.0220983811351514,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,tentative,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Tentative sample; source-adopted CIGALE Mstar used because the host is significantly extended.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-53757,GN53757_juodzbalis25,GN-53757,1,GN53757_juodzbalis25,GN-53757,189.26978,62.19421,4.447,spec,1.354502233183852,JADES,broad-line-agn,7.33,0.31,0.31,single-epoch-virial-halpha,individual_robust,10.38,0.19,0.19,beagle-spectral-decomposition,44.29,0.02,0.02,balmer-line-bolometric-correction,-3.0500000000000007,0.3635931792539568,0.07,0.0095,0.0723818126472944,-0.0145314148681805,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-11836,GN11836_juodzbalis25,GN-11836,1,GN11836_juodzbalis25,GN-11836,189.22059,62.26368,4.409,spec,1.3687364986748385,JADES,broad-line-agn,6.06,0.32,0.32,single-epoch-virial-halpha,individual_robust,8.17,0.15,0.15,beagle-spectral-decomposition,44.11,0.05,0.05,balmer-line-bolometric-correction,-2.1100000000000003,0.3534119409414458,0.11,0.025,0.8904908367475832,-0.9082367697242087,inconsistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value; published Table 2 MBH/Lbol/lambda_Edd triplet is internally inconsistent and is preserved verbatim pending source clarification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-GN-73488,GN73488_juodzbalis25,GN-73488,1,GN73488_juodzbalis25,GN-73488,189.1974,62.17723,4.133,spec,1.4800317329113224,JADES,broad-line-agn,7.83,0.3,0.3,single-epoch-virial-halpha,individual_robust,9.71,0.33,0.33,beagle-spectral-decomposition,45.22,0.07,0.05,balmer-line-bolometric-correction,-1.8800000000000008,0.4459820624195552,0.2,0.01,0.1948181679115103,0.011400540781544,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial,host-sed-with-agn-contamination-risk,balmer-line-bolometric-correction,robust,v1,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",Robust sample; Mstar uses BEAGLE value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,v1 catalogue
expanded-blagn-v1,HZA-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,1,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,34.376139,-5.310366,6.778,spec,0.7949670440338809,RUBIES,broad-line-agn,7.43,0.13,0.11,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,7.72,0.48,0.44,2.18,0.46,0.37,5.53,0.37,0.39,2044.0,329.0,218.0,1.0,0.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,RUBIES-EGS-49140,1,RUBIESEGS49140_taylor24,RUBIES-EGS-49140,214.892248,52.87741,6.685,spec,0.8094182196919075,RUBIES,broad-line-agn,8.26,0.02,0.01,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Halpha line fit includes the source-specific narrow absorption component described in Section 3.2. The paper retains this source as BLAGN while noting a published compact-galaxy alternative for its broad lines.,RUBIES,EGS,broad-halpha,Halpha,116.81,2.52,3.23,4.94,1.96,2.27,111.71,1.61,1.65,2613.0,48.0,39.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,1.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit;alternative_non_agn_compact_galaxy_broadening,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
