rank_growth_pressure,rank_followup_priority,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_tier,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note
29,30,physical_object,HZA-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,HZA-RUBIES-EGS-926125,RUBIES-EGS-926125,5.284,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.36,low,27.498358071484137,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS926125_taylor24,True,only catalogue measurement in this release,1.093952405152135,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9939668749830105,0.05,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.620838400608624,0.3891822809785404,0.2733542211634986,4.769954026001556,-1.2734865799948158,0.5860899826641114,4.469954026001556,0.6555868185531364,5.069954026001556,0.562924370701103,4.269954026001556,0.6787524305161449,5.269954026001556,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
30,31,physical_object,HZA-CEERS-672,CEERS672_taylor24,HZA-CEERS-672,CEERS-672,5.666,taylor24_ceers_rubies_blagn,CEERS,EGS,lrd,6.75,low,25.54970074776277,high,90,F_context,expanded-blagn-v1,1,CEERS672_taylor24,True,only catalogue measurement in this release,1.0015140448397233,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9015285146705988,0.29,0.26,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6065964089731533,0.35118739466866766,0.22348288751642487,4.400826844800745,-1.0805771839975167,0.5682850568274805,4.100826844800745,0.6449077611188261,4.700826844800745,0.5427441553970318,3.9008268448007453,0.6704486625492746,4.900826844800745,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
31,32,physical_object,HZA-GS-159717,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,5.077,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.44,low,25.126132577281673,high,90,F_context,expanded-blagn-v1,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,1.1501440446728537,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0501585145037293,0.3,0.3,unavailable_in_source:mstar,available,available,,45.13,0.38,,consistent,-0.0098458582656313,0.5963891513943026,0.3771284339699267,0.2674980752577387,4.703531712163887,-1.681560959453713,0.5635000437806462,4.403531712163887,0.6292782590079591,5.003531712163887,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
32,33,physical_object,HZA-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,HZA-RUBIES-UDS-970351,RUBIES-UDS-970351,5.282,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.11,low,24.29761151148394,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS970351_taylor24,True,only catalogue measurement in this release,1.0944733515566631,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9944878213875387,0.17,0.17,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5915713381378073,0.36003656782946775,0.2442691826752981,4.518596561108432,-1.528011462971894,0.5568411225915563,4.218596561108432,0.626301553684058,4.818596561108432,0.5336876455607223,4.018596561108432,0.649455030714892,5.018596561108432,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
33,34,physical_object,HZA-GS-38562,GS38562_juodzbalis25,HZA-GS-38562,GS-38562,4.822,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.51,low,21.93665504135748,high,90,F_context,expanded-blagn-v1,1,GS38562_juodzbalis25,True,only catalogue measurement in this release,1.226259143973555,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1262736138044307,0.3,0.31,available,available,available,9.76,44.7,0.12,-2.25,consistent,-0.0104482088348166,0.5632398604962897,0.35879707991687415,0.2565756896271664,4.57519350646901,-2.2726883117699668,0.5325734434093774,4.2751935064690105,0.5939062775832019,4.87519350646901,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
34,35,physical_object,HZA-CEERS-1244,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,4.478,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,7.82,low,20.74316356428715,high,90,F_context,expanded-blagn-v1,1,CEERS1244_taylor24,True,only catalogue measurement in this release,1.3430711764202312,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2430856462511068,0.03,0.02,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5390234084690856,0.35379199662403893,0.26117629070151566,4.58080857980004,-2.9773047339998673,0.5112386966923286,4.28080857980004,0.5668081202458425,4.880808579800041,0.4927155555078239,4.08080857980004,0.5853312614303471,5.08080857980004,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
35,36,physical_object,HZA-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,5.262,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.74,low,20.48878990811665,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS13872_taylor24,True,only catalogue measurement in this release,1.0997055860002432,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9997200558311187,0.23,0.28,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5458654788973998,0.3155424920208598,0.20038099858258984,4.134962577827206,-1.9434580739093121,0.5113170308659188,3.8349625778272065,0.5804139269288808,4.434962577827206,0.48828473217826485,3.6349625778272063,0.6034462256165348,4.634962577827206,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
36,37,physical_object,HZA-GN-77652,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,5.229,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,6.62,low,18.95358902332188,high,90,F_context,expanded-blagn-v1,1,GN77652_juodzbalis25,True,only catalogue measurement in this release,1.108430210684669,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0084446805155447,0.34,0.32,available,available,available,8.36,44.11,0.24,-1.739999999999999,consistent,-0.0094182131708325,0.5274430682798625,0.29911273569117747,0.18494756939683493,3.992228239684468,-2.139239201051775,0.4931935183915599,3.6922282396844683,0.5616926181681653,4.2922282396844675,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
37,38,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,4.741,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.25,low,18.714821266187034,high,90,F_context,expanded-blagn-v1,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,1.2522045591007307,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1522190289316063,0.32,0.32,available,available,available,8.98,44.07,0.05,-1.7300000000000004,consistent,-0.020659450546418,0.5245778551942444,0.32473867226310377,0.22481908079753335,4.247585802746482,-2.7580473241783974,0.4946019777545733,3.9475858027464814,0.5545537326339155,4.547585802746481,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
38,39,physical_object,HZA-RUBIES-EGS-46985,RUBIESEGS46985_taylor24,HZA-RUBIES-EGS-46985,RUBIES-EGS-46985,4.963,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.9,low,18.40072497695864,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS46985_taylor24,True,only catalogue measurement in this release,1.1831727889131478,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0831872587440234,0.21,0.2,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5208086997235036,0.30823372024452267,0.20194623050503213,4.077466503957366,-2.508444986808783,0.48892245280165664,3.7774665039573656,0.5526949466453509,4.377466503957365,0.4676649548537586,3.5774665039573654,0.573952444593249,4.577466503957366,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
39,40,physical_object,HZA-GS-8083,GS8083_juodzbalis25,HZA-GS-8083,GS-8083,4.753,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.1,low,17.61009069975248,high,90,F_context,expanded-blagn-v1,1,GS8083_juodzbalis25,True,only catalogue measurement in this release,1.2483035089057362,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1483179787366118,0.31,0.31,available,available,available,8.27,44.03,0.07,-1.17,consistent,0.0154685851318205,0.5113210883970297,0.31080301451584164,0.21054397757524754,4.107751030186363,-2.8741632327121227,0.4812433773148516,3.8077510301863633,0.541398799479208,4.407751030186363,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
40,41,physical_object,HZA-RUBIES-EGS-29489,RUBIESEGS29489_taylor24,HZA-RUBIES-EGS-29489,RUBIES-EGS-29489,4.543,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.39,low,17.39989447463301,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS29489_taylor24,True,only catalogue measurement in this release,1.319616479433939,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2196309492648143,0.08,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5087987336955961,0.3200051404875827,0.225608343883576,4.2119260526551985,-3.2035798244826728,0.48047969471439417,3.9119260526551987,0.5371177726767982,4.511926052655198,0.46160033539359274,3.7119260526551985,0.5559971319975996,4.7119260526551985,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
41,42,physical_object,HZA-RUBIES-EGS-45599,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,4.862,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.86,low,16.863727283703348,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,1.2137742718438405,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.113788741674716,0.13,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5023647274044402,0.2956302716824483,0.19226304382145243,3.957726172908227,-2.814246090305912,0.47135455904614143,3.657726172908227,0.5333748957627389,4.257726172908226,0.4506811134739422,3.457726172908227,0.5540483413349382,4.457726172908227,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
42,43,physical_object,HZA-GN-20621,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,4.682,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.05,low,16.350466077351758,high,90,F_context,expanded-blagn-v1,1,GN20621_juodzbalis25,True,only catalogue measurement in this release,1.2716827949057186,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1716972647365942,0.35,0.34,available,available,available,8.41,44.17,0.11,-1.3600000000000003,consistent,0.0217632302757838,0.4962055929282211,0.29968852642199495,0.20142999316888183,3.9968300607825813,-3.1272331307247283,0.4667280329522872,3.6968300607825815,0.5256831529041549,4.296830060782581,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
43,44,physical_object,HZA-RUBIES-EGS-17146,RUBIESEGS17146_taylor24,HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,5.0,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.6,low,16.1573536518406,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS17146_taylor24,True,only catalogue measurement in this release,1.1722819008829126,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0722963707137882,0.25,0.15,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4938882438220872,0.27915422476900575,0.17178721524246504,3.8058456194047086,-2.713847935317638,0.46167814096412485,3.5058456194047087,0.5260983466800493,4.105845619404708,0.44020473905881674,3.3058456194047086,0.5475717485853574,4.305845619404709,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
44,45,physical_object,HZA-GN-53757,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,4.447,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.33,low,15.761974034056184,high,90,F_context,expanded-blagn-v1,1,GN53757_juodzbalis25,True,only catalogue measurement in this release,1.354502233183852,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2545167030147277,0.31,0.31,available,available,available,10.38,44.29,0.07,-3.0500000000000007,consistent,-0.0145314148681805,0.48914368840867417,0.3056000905067327,0.2138282915557619,4.06102191055146,-3.5665936314951363,0.461612148723383,3.76102191055146,0.5166752280939654,4.361021910551459,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
45,46,physical_object,HZA-GN-73488,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,4.133,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.83,low,15.53025865330091,high,90,F_context,expanded-blagn-v1,1,GN73488_juodzbalis25,True,only catalogue measurement in this release,1.4800317329113224,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.380046202742198,0.3,0.3,available,available,available,9.71,45.22,0.2,-1.8800000000000008,consistent,0.011400540781544,0.4863631038396109,0.3195146977196758,0.2360904946597082,4.233921296265163,-4.156929012449458,0.4613358429216207,3.9339212962651633,0.5113903647576012,4.533921296265164,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
46,47,physical_object,HZA-GN-62309,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,5.172,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,6.29,low,15.202365715824826,high,90,F_context,expanded-blagn-v1,1,GN62309_juodzbalis25,True,only catalogue measurement in this release,1.123773752688261,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0237882225191366,0.36,0.33,available,available,available,7.78,43.56,0.15,-1.4900000000000002,consistent,0.0064618041732414,0.4824283885898979,0.2575200489209478,0.1450658790864728,3.6222465459344035,-2.602511513551989,0.44869213763955546,3.3222465459344037,0.5161646395402403,3.9222465459344034,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
47,48,physical_object,HZA-RUBIES-EGS-6411,RUBIESEGS6411_taylor24,HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,4.88,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.49,low,13.870241568163827,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS6411_taylor24,True,only catalogue measurement in this release,1.2082248338162374,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.108239303647113,0.16,0.16,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4664428988179659,0.2586732334202083,0.15478840072132946,3.60218671478654,-3.1360442840448695,0.4352774490083023,3.30218671478654,0.49760834862762954,3.9021867147865397,0.41450048246852655,3.10218671478654,0.5183853151674054,4.10218671478654,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
