rank_uncertainty_pressure,rank_growth_pressure,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,uncertainty_growth_pressure_tier,uncertainty_pressure_score_0_100,prob_required_fedd_seed1e2_gt_1_baseline,prob_required_mseed_fedd0p3_gt_1e6_baseline,measurement_confidence_tier,rank_followup_priority,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note,req_fedd_seed1e2_p16_baseline,req_fedd_seed1e2_p50_baseline,req_fedd_seed1e2_p84_baseline,req_fedd_seed1e4_p16_baseline,req_fedd_seed1e4_p50_baseline,req_fedd_seed1e4_p84_baseline,prob_required_fedd_seed1e4_gt_1_baseline,req_fedd_seed1e5_p16_baseline,req_fedd_seed1e5_p50_baseline,req_fedd_seed1e5_p84_baseline,prob_required_fedd_seed1e5_gt_1_baseline,req_log_mseed_fedd0p3_p16_baseline,req_log_mseed_fedd0p3_p50_baseline,req_log_mseed_fedd0p3_p84_baseline,prob_required_mseed_fedd0p3_gt_1e5_baseline,req_log_mseed_fedd1_p16_baseline,req_log_mseed_fedd1_p50_baseline,req_log_mseed_fedd1_p84_baseline,prob_required_mseed_fedd1_gt_1e5_baseline,prob_required_mseed_fedd1_gt_1e6_baseline,req_fedd_seed1e2_p50_mbh_minus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_minus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_minus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_minus_0p3dex,req_fedd_seed1e2_p50_mbh_plus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_plus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_plus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_plus_0p3dex,req_fedd_seed1e2_p50_taylor_virial_minus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_minus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_minus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_minus_0p5dex,req_fedd_seed1e2_p50_taylor_virial_plus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_plus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_plus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_plus_0p5dex
23,26,measurement,RUBIESUDS19521_taylor24,RUBIESUDS19521_taylor24,HZA-RUBIES-UDS-19521,RUBIES-UDS-19521,5.669,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,lower_pressure,16.70460807296444,0.0,0.0,high,28,7.18,low,30.167026909881468,90,F_context,v3-blagn,1,RUBIESUDS19521_taylor24,True,only catalogue measurement in this release,1.0008399784546649,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9008544482855404,0.22,0.26,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6620043229185776,0.40640419823959006,0.2786041359000963,4.83258330466955,-0.6447223177681689,0.6236643042167296,4.532583304669549,0.7003443416204256,5.132583304669549,0.5981042917488306,4.33258330466955,0.7259043540883244,5.33258330466955,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.6283297107981054,0.6613123457221068,0.6895644452663261,0.37272958611911794,0.4057122210431193,0.4339643205873386,0.0,0.2449295237796242,0.2779121587036256,0.3061642582478449,0.0,4.569088815668305,4.827168775256938,5.048233609084399,0.2187,-0.9082168067694136,-0.65013684718078,-0.4290720133533195,0.0,0.0,0.6229723270202587,0.0,4.527168775256938,0.0,0.699652364423955,0.0,5.127168775256938,0.0001,0.59741231455236,0.0,4.327168775256938,0.0,0.7252123768918537,0.0,5.327168775256938,0.0006
24,28,measurement,GN1093_juodzbalis25,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,5.594,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,16.42871956990463,0.0,0.0002,high,30,7.14,low,28.72239856634876,90,F_context,v3-blagn,1,GN1093_juodzbalis25,True,only catalogue measurement in this release,1.017921041692968,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9179355115238436,0.34,0.33,available,available,available,8.43,44.32,0.12,-1.29,consistent,-0.0004482088348115,0.6446687827961851,0.3938248984396928,0.26840295626144667,4.748074035612936,-0.8330865479568805,0.6070422001427113,4.448074035612937,0.682295365449659,5.048074035612936,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.6034921874418363,0.6444834434307705,0.6862464531159849,0.35264830308534395,0.39363955907427817,0.4354025687594927,0.0,0.2272263609070978,0.2682176168960321,0.3099806265812466,0.0,4.4197694771025136,4.746596308811742,5.079576399535118,0.2232,-1.1613911064673035,-0.8345642747580748,-0.501584184034698,0.0,0.0,0.6068568607772966,0.0,4.446596308811742,0.0,0.6821100260842442,0.0,5.046596308811742,0.0021,,,,,,,,
25,23,measurement,RUBIESUDS29813_taylor24,RUBIESUDS29813_taylor24,HZA-RUBIES-UDS-29813,RUBIES-UDS-29813,5.44,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,lower_pressure,14.864912312981225,0.0,0.0,high,25,7.39,low,32.23637437660409,90,F_context,v3-blagn,1,RUBIESUDS29813_taylor24,True,only catalogue measurement in this release,1.0545534639492895,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.954567933780165,0.09,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6500812153876583,0.40886369576329523,0.28825493595111373,4.902618482544915,-0.9012717248502868,0.6138985874440039,4.602618482544914,0.6862638433313127,5.2026184825449135,0.5897768354815675,4.402618482544915,0.7103855952937491,5.402618482544915,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.6394792021017859,0.6502657300133385,0.6612171949558437,0.39826168247742283,0.40904821038897554,0.41999967533148075,0.0,0.27765292266524133,0.2884394505767941,0.29939091551929925,0.0,4.814714309561273,4.904148343443639,4.994949915067121,0.1484,-0.9891758978339277,-0.899741863951562,-0.8089402923280798,0.0,0.0,0.6140831020696842,0.0,4.604148343443639,0.0,0.6864483579569931,0.0,5.204148343443639,0.0,0.5899613501072478,0.0,4.404148343443639,0.0,0.7105701099194293,0.0,5.404148343443639,0.0
26,20,measurement,RUBIESEGS50052_taylor24,RUBIESEGS50052_taylor24,HZA-CEERS-2782,RUBIES-EGS-50052,5.24,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,13.426995465731512,0.0,0.0,robust_with_interpretive_caveat,7,7.58,low,34.27998488577171,75,C_interpretation_or_measurement_check,v3-blagn,1,RUBIESEGS50052_taylor24,True,preferred duplicate: higher-S/N RUBIES spectrum adopted by Taylor et al.,1.1055092521207228,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;possible_outflow_contribution;source_preferred_duplicate_measurement,"Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as CEERS-2782; Taylor et al. use this higher-S/N RUBIES observation. A possible outflow contribution is discussed, but the source is retained as BLAGN.",baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0055237219515984,0.03,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6388921781959334,0.4098985659393265,0.29540175981102296,4.959839576801608,-1.1538680773279761,0.6045431363574423,4.659839576801607,0.6732412200344244,5.259839576801607,0.5816437751317817,4.459839576801608,0.6961405812600852,5.459839576801608,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; robust_with_interpretive_caveat measurement confidence. This is not evidence for a unique seed channel.,0.6354890775068418,0.6388813189498368,0.6423012033268316,0.40649546525023483,0.40988770669322994,0.4133075910702247,0.0,0.29199865912193135,0.29539090056492645,0.2988107849419212,0.0,4.930117344329218,4.959744733578781,4.989613552567169,0.0898,-1.1835903098003655,-1.1539629205508022,-1.124094101562415,0.0,0.0,0.6045322771113459,0.0,4.659744733578782,0.0,0.6732303607883279,0.0,5.259744733578781,0.0,0.5816329158856851,0.0,4.459744733578781,0.0,0.6961297220139887,0.0,5.459744733578782,0.0
27,31,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,5.077,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,13.284839773184501,0.0,0.0,high,33,7.44,low,25.126132577281673,90,F_context,v3-blagn,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,1.1501440446728537,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0501585145037293,0.3,0.3,unavailable_in_source:mstar,available,available,,45.13,0.38,,consistent,-0.0098458582656313,0.5963891513943026,0.3771284339699267,0.2674980752577387,4.703531712163887,-1.681560959453713,0.5635000437806462,4.403531712163887,0.6292782590079591,5.003531712163887,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5648032301246209,0.5971699990257111,0.629486050258481,0.3455425127002449,0.3779092816013351,0.410225332834105,0.0,0.23591215398805687,0.2682789228891471,0.30059497412191705,0.0,4.415418805841978,4.710654261433824,5.005427092722364,0.1642,-1.9696738657756219,-1.6744384101837761,-1.3796655788952361,0.0,0.0,0.5642808914120547,0.0,4.410654261433824,0.0,0.6300591066393675,0.0,5.010654261433824,0.0003,,,,,,,,
28,25,measurement,RUBIESEGS37124_taylor24,RUBIESEGS37124_taylor24,HZA-RUBIES-EGS-37124,RUBIES-EGS-37124,5.682,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,lower_pressure,12.197784243371828,0.0,0.0,high,27,7.18,low,30.345947477906094,90,F_context,v3-blagn,1,RUBIESEGS37124_taylor24,True,only catalogue measurement in this release,0.997927725671223,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8979421955020985,0.12,0.11,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6641513697348731,0.4077222694511382,0.2795077193092708,4.840171956552086,-0.6194268114930468,0.625687004692313,4.540171956552086,0.7026157347774332,5.140171956552086,0.6000440946639393,4.340171956552086,0.7282586448058067,5.340171956552086,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.6499304849709501,0.663953371403417,0.679225608374231,0.39350138468721524,0.4075242711196823,0.42279650809049624,0.0,0.26528683454534785,0.2793097209778149,0.29458195794862885,0.0,4.729257206641192,4.838627683057098,4.9577423775587395,0.0884,-0.7303415614039412,-0.6209710849880352,-0.5018563904863937,0.0,0.0,0.6254890063608569,0.0,4.538627683057098,0.0,0.7024177364459774,0.0,5.138627683057098,0.0,0.5998460963324834,0.0,4.338627683057098,0.0,0.7280606464743509,0.0,5.338627683057098,0.0
29,34,measurement,GS38562_juodzbalis25,GS38562_juodzbalis25,HZA-GS-38562,GS-38562,4.822,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,9.230496512407242,0.0,0.0,high,35,7.51,low,21.93665504135748,90,F_context,v3-blagn,1,GS38562_juodzbalis25,True,only catalogue measurement in this release,1.226259143973555,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1262736138044307,0.3,0.31,available,available,available,9.76,44.7,0.12,-2.25,consistent,-0.0104482088348166,0.5632398604962897,0.35879707991687415,0.2565756896271664,4.57519350646901,-2.2726883117699668,0.5325734434093774,4.2751935064690105,0.5939062775832019,4.87519350646901,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5312998679815111,0.5628278067102177,0.5936013949006005,0.32685708740209557,0.35838502613080225,0.389158614321185,0.0,0.22463569711238782,0.2561636358410945,0.2869372240314772,0.0,4.262734515016665,4.571162512712183,4.872210934213464,0.0757,-2.585147303222312,-2.2767193055267936,-1.9756708840255137,0.0,0.0,0.5321613896233055,0.0,4.271162512712184,0.0,0.5934942237971299,0.0,4.871162512712184,0.0,,,,,,,,
30,27,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,4.954,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,lower_pressure,9.005326774507997,0.0,0.0,high,29,7.67,low,30.01775591502666,90,F_context,v3-blagn,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,1.1858473713401363,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.085861841171012,0.04,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6011656815933784,0.3891142947879539,0.2830886013852416,4.8404971656207465,-1.7616761145975133,0.5693579735725646,4.540497165620746,0.632973389614192,5.140497165620745,0.548152834892022,4.3404971656207465,0.6541785282947344,5.3404971656207465,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.59804684944304,0.6012224518668494,0.6054425428057525,0.3859954626376156,0.38917106506142496,0.39339115600032803,0.0,0.2799697692349034,0.2831453716587128,0.2873654625976158,0.0,4.811081350922962,4.841032604453063,4.880835135362944,0.0,-1.7910919292952974,-1.7611406757651964,-1.7213381448553149,0.0,0.0,0.5694147438460357,0.0,4.541032604453063,0.0,0.6330301598876631,0.0,5.141032604453063,0.0,0.5482096051654932,0.0,4.341032604453063,0.0,0.6542352985682056,0.0,5.341032604453064,0.0
31,30,measurement,CEERS672_taylor24,CEERS672_taylor24,HZA-CEERS-672,CEERS-672,5.666,taylor24_ceers_rubies_blagn,CEERS,EGS,lrd,lower_pressure,8.29141022432883,0.0,0.0,high,32,6.75,low,25.54970074776277,90,F_context,v3-blagn,1,CEERS672_taylor24,True,only catalogue measurement in this release,1.0015140448397233,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9015285146705988,0.29,0.26,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6065964089731533,0.35118739466866766,0.22348288751642487,4.400826844800745,-1.0805771839975167,0.5682850568274805,4.100826844800745,0.6449077611188261,4.700826844800745,0.5427441553970318,3.9008268448007453,0.6704486625492746,4.900826844800745,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5732540680602048,0.6066180180631497,0.6425374565148058,0.31784505375571925,0.35120900375866426,0.3871284422103203,0.0,0.19014054660347646,0.22350449660642147,0.2594239350580775,0.0,4.139737070786745,4.400996056447839,4.68226599164938,0.0179,-1.3416669580115177,-1.0804079723504225,-0.799138037148882,0.0,0.0,0.5683066659174769,0.0,4.10099605644784,0.0,0.6449293702088226,0.0,4.700996056447839,0.0,0.5427657644870284,0.0,3.9009960564478394,0.0,0.6704702716392712,0.0,4.900996056447839,0.0
32,29,measurement,RUBIESEGS926125_taylor24,RUBIESEGS926125_taylor24,HZA-RUBIES-EGS-926125,RUBIES-EGS-926125,5.284,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,lower_pressure,8.24950742144524,0.0,0.0,high,31,7.36,low,27.498358071484137,90,F_context,v3-blagn,1,RUBIESEGS926125_taylor24,True,only catalogue measurement in this release,1.093952405152135,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9939668749830105,0.05,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.620838400608624,0.3891822809785404,0.2733542211634986,4.769954026001556,-1.2734865799948158,0.5860899826641114,4.469954026001556,0.6555868185531364,5.069954026001556,0.562924370701103,4.269954026001556,0.6787524305161449,5.269954026001556,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.6152127303888154,0.6209138220455197,0.6266315532096915,0.3835566107587319,0.3892577024154361,0.3949754335796081,0.0,0.2677285509436901,0.2734296426003944,0.2791473737645664,0.0,4.721384877655362,4.770605175964839,4.819969131238736,0.0,-1.3220557283410095,-1.2728354300315328,-1.2234714747576358,0.0,0.0,0.5861654041010071,0.0,4.470605175964839,0.0,0.6556622399900321,0.0,5.070605175964839,0.0,0.5629997921379988,0.0,4.270605175964839,0.0,0.6788278519530406,0.0,5.270605175964839,0.0
33,32,measurement,RUBIESUDS970351_taylor24,RUBIESUDS970351_taylor24,HZA-RUBIES-UDS-970351,RUBIES-UDS-970351,5.282,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,lower_pressure,7.362783453445181,0.0,0.0,high,34,7.11,low,24.29761151148394,90,F_context,v3-blagn,1,RUBIESUDS970351_taylor24,True,only catalogue measurement in this release,1.0944733515566631,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9944878213875387,0.17,0.17,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5915713381378073,0.36003656782946775,0.2442691826752981,4.518596561108432,-1.528011462971894,0.5568411225915563,4.218596561108432,0.626301553684058,4.818596561108432,0.5336876455607223,4.018596561108432,0.649455030714892,5.018596561108432,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5718889068723946,0.5913585161801642,0.6110230181592053,0.34035413656405533,0.35982374587182475,0.37948824785086593,0.0,0.22458675140988563,0.24405636071765507,0.26372086269669626,0.0,4.348579494218643,4.51675820259874,4.686620396107331,0.0021,-1.698028529861683,-1.5298498214815863,-1.359987627972995,0.0,0.0,0.5566283006339132,0.0,4.21675820259874,0.0,0.626088731726415,0.0,4.81675820259874,0.0,0.5334748236030793,0.0,4.01675820259874,0.0,0.6492422087572489,0.0,5.01675820259874,0.0
