catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,n_samples,random_seed,z_seed,epsilon,merger_boost,reported_statistical_errors_sampled,statistical_error_model,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,seed_mass_short,log_mseed_assumption,mseed_assumption_msun,required_fedd_p5,required_fedd_p16,required_fedd_p50,required_fedd_p84,required_fedd_p95,prob_required_fedd_gt_1
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.9205947498261216,7.940584185302216,7.970535438832316,8.010337969742197,8.036058129528476,seed1e2,2.0,100.0,0.6277351637067721,0.6298545574638537,0.6330301598876631,0.6372502508265661,0.6399772486023348,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.9205947498261216,7.940584185302216,7.970535438832316,8.010337969742197,8.036058129528476,seed1e4,4.0,10000.0,0.4156837769013476,0.41780317065842926,0.42097877308223863,0.42519886402114165,0.4279258617969104,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.9205947498261216,7.940584185302216,7.970535438832316,8.010337969742197,8.036058129528476,seed1e5,5.0,100000.0,0.30965808349863533,0.31177747725571703,0.3149530796795264,0.31917317061842954,0.3219001683941981,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,7.120594749826122,7.140584185302216,7.170535438832317,7.2103379697421985,7.236058129528475,seed1e2,2.0,100.0,0.5429146089846023,0.5450340027416838,0.5482096051654932,0.5524296961043964,0.555156693880165,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,7.120594749826122,7.140584185302216,7.170535438832317,7.2103379697421985,7.236058129528475,seed1e4,4.0,10000.0,0.3308632221791778,0.3329826159362595,0.33615821836006887,0.34037830929897195,0.34310530707474046,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,7.120594749826122,7.140584185302216,7.170535438832317,7.2103379697421985,7.236058129528475,seed1e5,5.0,100000.0,0.2248375287764656,0.22695692253354724,0.23013252495735664,0.23435261589625972,0.23707961367202826,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,8.12059474982612,8.140584185302215,8.170535438832317,8.210337969742199,8.236058129528475,seed1e2,2.0,100.0,0.6489403023873144,0.6510596961443962,0.6542352985682056,0.6584553895071087,0.6611823872828773,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,8.12059474982612,8.140584185302215,8.170535438832317,8.210337969742199,8.236058129528475,seed1e4,4.0,10000.0,0.43688891558188997,0.4390083093389717,0.44218391176278116,0.44640400270168423,0.44913100047745275,0.0
expanded-blagn-v1,measurement,RUBIESEGS42232_taylor24,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,4.954,1.1858473713401363,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.04,0.03,0.04,0.03,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,8.12059474982612,8.140584185302215,8.170535438832317,8.210337969742199,8.236058129528475,seed1e5,5.0,100000.0,0.33086322217917774,0.3329826159362595,0.3361582183600689,0.34037830929897206,0.34310530707474046,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.643826851697714,6.728201180543568,6.86177550799658,6.990855938058589,7.073427529860912,seed1e2,2.0,100.0,0.4800195083264488,0.4887410488018769,0.5025482567440915,0.5158909429707066,0.5244261395153825,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.643826851697714,6.728201180543568,6.86177550799658,6.990855938058589,7.073427529860912,seed1e4,4.0,10000.0,0.27328505260445696,0.282006593079885,0.29581380102209975,0.30915648724871486,0.3176916837933907,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.643826851697714,6.728201180543568,6.86177550799658,6.990855938058589,7.073427529860912,seed1e5,5.0,100000.0,0.1699178247434611,0.1786393652188891,0.1924465731611038,0.20578925938771894,0.2143244559323948,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.343826851697714,6.428201180543568,6.561775507996579,6.690855938058589,6.773427529860912,seed1e2,2.0,100.0,0.44900933996815007,0.4577308804435782,0.4715380883857928,0.4848807746124079,0.4934159711570837,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.343826851697714,6.428201180543568,6.561775507996579,6.690855938058589,6.773427529860912,seed1e4,4.0,10000.0,0.24227488424615826,0.2509964247215863,0.26480363266380097,0.278146318890416,0.28668151543509196,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.343826851697714,6.428201180543568,6.561775507996579,6.690855938058589,6.773427529860912,seed1e5,5.0,100000.0,0.13890765638516234,0.14762919686059034,0.16143640480280508,0.17477909102942016,0.18331428757409604,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.943826851697714,7.028201180543568,7.161775507996579,7.290855938058589,7.373427529860912,seed1e2,2.0,100.0,0.5110296766847475,0.5197512171601755,0.5335584251023904,0.5469011113290054,0.5554363078736813,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.943826851697714,7.028201180543568,7.161775507996579,7.290855938058589,7.373427529860912,seed1e4,4.0,10000.0,0.3042952209627557,0.31301676143818374,0.3268239693803985,0.34016665560701365,0.3487018521516895,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.943826851697714,7.028201180543568,7.161775507996579,7.290855938058589,7.373427529860912,seed1e5,5.0,100000.0,0.20092799310175982,0.20964953357718785,0.2234567415194026,0.2367994277460177,0.24533462429069355,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,6.143826851697714,6.228201180543568,6.36177550799658,6.490855938058589,6.573427529860912,seed1e2,2.0,100.0,0.4283358943959509,0.4370574348713789,0.4508646428135936,0.4642073290402087,0.47274252558488455,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,6.143826851697714,6.228201180543568,6.36177550799658,6.490855938058589,6.573427529860912,seed1e4,4.0,10000.0,0.221601438673959,0.23032297914938707,0.24413018709160178,0.25747287331821683,0.26600806986289277,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,6.143826851697714,6.228201180543568,6.36177550799658,6.490855938058589,6.573427529860912,seed1e5,5.0,100000.0,0.11823421081296313,0.12695575128839115,0.14076295923060586,0.154105645457221,0.16264084200189685,0.0
expanded-blagn-v1,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,4.862,1.2137742718438405,RUBIES,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.13,0.13,0.13,0.13,symmetric_reported,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,7.143826851697714,7.228201180543568,7.36177550799658,7.490855938058589,7.573427529860912,seed1e2,2.0,100.0,0.5317031222569468,0.5404246627323748,0.5542318706745895,0.5675745569012046,0.5761097534458804,0.0
