measurement_id,object_id,ra_deg,dec_deg,redshift,redshift_kind,survey,object_class,log_mbh_msun,log_mbh_err_plus,log_mbh_err_minus,mbh_method,detection_evidence,log_mstar_msun,log_mstar_err_plus,log_mstar_err_minus,mstar_method,log_lbol_erg_s,log_lbol_err_plus,log_lbol_err_minus,lbol_method,edd_ratio_reported,edd_ratio_err_plus,edd_ratio_err_minus,agn_contam_flag,lensing_mu,lensing_mu_err,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria
RUBIESEGS42232_taylor24,RUBIES-EGS-42232,214.886792,52.855381,4.954,spec,RUBIES,broad-line-agn,7.67,0.04,0.03,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,23.59,0.67,0.68,4.48,0.49,0.53,19.14,0.82,0.86,2375,96,90,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS46985_taylor24,RUBIES-EGS-46985,214.805654,52.809497,4.963,spec,RUBIES,broad-line-agn,6.90,0.21,0.20,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,16.06,1.15,0.93,9.46,0.53,0.59,6.67,0.77,0.65,1290,307,247,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS17146_taylor24,RUBIES-EGS-17146,214.949482,52.845415,5.000,spec,RUBIES,broad-line-agn,6.60,0.25,0.15,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,36.80,1.38,1.29,21.82,4.59,5.21,15.01,4.61,3.90,763,306,150,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS50052_taylor24,RUBIES-EGS-50052,214.823454,52.830277,5.240,spec,RUBIES,broad-line-agn,7.58,0.03,0.03,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),"Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as CEERS-2782; Taylor et al. use this higher-S/N RUBIES observation. A possible outflow contribution is discussed, but the source is retained as BLAGN.",RUBIES,EGS,broad-halpha,Halpha,37.85,0.63,0.66,20.07,0.51,0.51,17.78,0.55,0.56,2129,82,78,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;possible_outflow_contribution;source_preferred_duplicate_measurement,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
CEERS2782_taylor24,CEERS-2782,214.823453,52.830281,5.240,spec,CEERS,broad-line-agn,7.16,0.14,0.13,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,CEERS,EGS,broad-halpha,Halpha,26.41,1.13,1.18,14.47,1.03,1.03,11.95,1.22,1.19,1462,239,190,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS13872_taylor24,RUBIES-EGS-13872,215.132933,52.970705,5.262,spec,RUBIES,broad-line-agn,6.74,0.23,0.28,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,7.67,0.48,0.49,4.45,0.44,0.64,3.31,0.45,0.48,1223,355,345,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS42046_taylor24,RUBIES-EGS-42046,214.795368,52.788847,5.276,spec,RUBIES,broad-line-agn,8.30,0.02,0.02,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Halpha line fit includes the source-specific narrow absorption component described in Section 3.2.,RUBIES,EGS,broad-halpha,Halpha,190.13,4.61,6.61,80.88,4.61,7.26,109.59,2.10,2.10,3146,75,67,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,1,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS970351_taylor24,RUBIES-UDS-970351,34.261900,-5.105205,5.282,spec,RUBIES,broad-line-agn,7.11,0.17,0.17,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,6.27,0.73,0.69,1.05,0.38,0.35,5.21,0.73,0.68,1657,316,265,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS926125_taylor24,RUBIES-EGS-926125,215.137081,52.988554,5.284,spec,RUBIES,broad-line-agn,7.36,0.05,0.05,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,14.45,0.41,0.43,4.46,0.33,0.31,9.98,0.46,0.48,1888,97,92,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS60935_taylor24,RUBIES-EGS-60935,214.923373,52.925593,5.287,spec,RUBIES,broad-line-agn,7.57,0.04,0.04,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,22.82,0.56,0.59,6.84,0.56,0.60,16.02,0.64,0.72,2144,108,108,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS29813_taylor24,RUBIES-UDS-29813,34.453355,-5.270717,5.440,spec,RUBIES,broad-line-agn,7.39,0.09,0.09,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,12.06,0.55,0.52,4.64,0.35,0.33,7.43,0.55,0.56,2047,207,188,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS172350_taylor24,RUBIES-UDS-172350,34.368951,-5.103941,5.580,spec,RUBIES,broad-line-agn,7.68,0.04,0.04,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,33.19,0.84,0.79,5.59,0.68,0.69,27.61,0.92,0.85,2068,92,78,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
CEERS746_taylor24,CEERS-746,214.809142,52.868484,5.623,spec,CEERS,broad-line-agn,7.29,0.16,0.14,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,6.59,0.53,0.49,1.93,0.46,0.43,4.68,0.55,0.59,2021,366,289,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
CEERS672_taylor24,CEERS-672,214.889677,52.832977,5.666,spec,CEERS,broad-line-agn,6.75,0.29,0.26,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,2.41,0.39,0.27,0.99,0.19,0.20,1.45,0.32,0.28,1433,507,345,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS19521_taylor24,RUBIES-UDS-19521,34.383672,-5.287732,5.669,spec,RUBIES,broad-line-agn,7.18,0.22,0.26,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,11.29,1.46,1.38,5.46,0.47,0.49,5.84,1.33,1.18,1682,400,368,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS47509_taylor24,RUBIES-UDS-47509,34.264602,-5.232586,5.673,spec,RUBIES,broad-line-agn,7.54,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,22.92,0.81,0.83,9.05,0.61,0.62,13.87,0.76,0.80,2063,157,145,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESEGS37124_taylor24,RUBIES-EGS-37124,214.990977,52.916524,5.682,spec,RUBIES,broad-line-agn,7.18,0.12,0.11,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,9.94,0.53,0.55,1.93,0.92,0.74,7.98,0.66,0.73,1566,246,192,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS139709_taylor24,RUBIES-UDS-139709,34.296002,-5.149895,5.685,spec,RUBIES,broad-line-agn,7.88,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,39.47,1.75,1.66,11.11,1.23,1.15,28.37,1.59,1.55,2552,205,189,1,1,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
CEERS397_taylor24,CEERS-397,214.836197,52.882693,6.000,spec,CEERS,broad-line-agn,7.60,0.23,0.18,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,21.75,2.40,1.20,16.82,0.44,0.42,4.88,2.48,1.15,2727,484,413,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
RUBIESUDS174752_taylor24,RUBIES-UDS-174752,34.205808,-5.100500,6.039,spec,RUBIES,broad-line-agn,7.26,0.08,0.08,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,14.82,0.49,0.50,8.54,0.30,0.30,6.28,0.45,0.44,1741,140,136,1,0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA
